2753	01	020	01	2DAR1	S1	2013	2014				B313		3	3			
2753	01	020	02	2DAR1	S2	2013	2014				B313		3	3			
2753	01	020	01	3DAR1	S1	2013	2014				B313		4	4			
2753	01	020	02	3DAR1	S2	2013	2014				B313		4	4			
2753	01	020	01	ACCTA	S2	2013	2014				MED		5	5			
2753	01	020	7BH	ADV	YR	2013	2014				A113		3	3			
2753	01	020	7DN	ADV	YR	2013	2014						3	3			
2753	01	020	7JA	ADV	YR	2013	2014				A112		3	3			
2753	01	020	7SC	ADV	YR	2013	2014				A207		3	3			
2753	01	020	7SS	ADV	YR	2013	2014				A115		3	3			
2753	01	020	8JO	ADV	YR	2013	2014				A114		3	3			
2753	01	020	8JS	ADV	YR	2013	2014				A109		3	3			
2753	01	020	8RM	ADV	YR	2013	2014				A110		3	3			
2753	01	020	8RS	ADV	YR	2013	2014				A215		3	3			
2753	01	020	9AD	ADV	YR	2013	2014				C206		3	3			
2753	01	020	9BB	ADV	YR	2013	2014				A231		3	3			
2753	01	020	9JM	ADV	YR	2013	2014				A212		3	3			
2753	01	020	9JY	ADV	YR	2013	2014				A216		3	3			
2753	01	020	9NC	ADV	YR	2013	2014				A206		3	3			
2753	01	020	9NZ	ADV	YR	2013	2014				A206		3	3			
2753	01	020	XCH	ADV	YR	2013	2014				A101		3	3			
2753	01	020	XDB	ADV	YR	2013	2014				A214		3	3			
2753	01	020	XEE	ADV	YR	2013	2014				C205		3	3			
2753	01	020	XEG	ADV	YR	2013	2014				B313		3	3			
2753	01	020	XNP	ADV	YR	2013	2014				A201		3	3			
2753	01	020	YAE	ADV	YR	2013	2014				A104		3	3			
2753	01	020	YB	ADV	YR	2013	2014						3	3			
2753	01	020	YBP	ADV	YR	2013	2014				A204		3	3			
2753	01	020	YKP	ADV	YR	2013	2014				A108		3	3			
2753	01	020	YPL	ADV	YR	2013	2014				A107		3	3			
2753	01	020	YRB	ADV	YR	2013	2014				A202		3	3			
2753	01	020	YSC	ADV	YR	2013	2014				A211		3	3			
2753	01	020	ZCG	ADV	YR	2013	2014						3	3			
2753	01	020	ZJK	ADV	YR	2013	2014				A102		3	3			
2753	01	020	ZKW	ADV	YR	2013	2014				A213		3	3			
2753	01	020	ZMS	ADV	YR	2013	2014				A233		3	3			
2753	01	020	ZPU	ADV	YR	2013	2014				A205		5	5			
2753	01	020	BH	ADV8	YR	2013	2014						0	0			
2753	01	020	DN	ADV8	YR	2013	2014						0	0			
2753	01	020	JS	ADV8	YR	2013	2014						0	0			
2753	01	020	MS	ADV8	YR	2013	2014						0	0			
2753	01	020	RJ	ADV8	YR	2013	2014						0	0			
2753	01	020	02	ADWOAA	S1	2013	2014				B311		6	6			
2753	01	020	02	ADWOAB	S2	2013	2014				B311		6	6			
2753	01	020	01	ADWOB	YR	2013	2014				B311		4	4			
2753	01	020	01	AG MEC	S1	2013	2014				B307		2	2			
2753	01	020	01	AG7 E	S2	2013	2014				B307		4	4			
2753	01	020	01	AG8 E	S1	2013	2014				B307		4	4			
2753	01	020	01	AGSUPR	T1	2013	2014				B307		0	0			
2753	01	020	01	AL15A	S1	2013	2014				A203		3	3			
2753	01	020	01	AL15B	S2	2013	2014				A203		3	3			
2753	01	020	Y2	ALG8	YR	2013	2014				A113		2	2			
2753	01	020	Y3	ALG8	YR	2013	2014				A113		3	3			
2753	01	020	Y6	ALG8	YR	2013	2014				A113		6	6			
2753	01	020	01	ALGBA	S1	2013	2014				A202		2	2			
2753	01	020	02	ALGBA	S1	2013	2014				A202		6	6			
2753	01	020	03	ALGBA	S1	2013	2014				A202		7	7			
2753	01	020	01	ALGBB	S2	2013	2014				A202		2	2			
2753	01	020	02	ALGBB	S2	2013	2014				A202		6	6			
2753	01	020	03	ALGBB	S2	2013	2014				A202		7	7			
2753	01	020	01	AMECON	S1	2013	2014				MED		2	2			
2753	01	020	01	AMSI	S1	2013	2014				MED		3	3			
2753	01	020	01	AMSII	S2	2013	2014				MED		3	3			
2753	01	020	01	AMSIII	S1	2013	2014				MED		6	6			
2753	01	020	01	AMSIV	S2	2013	2014				MED		6	6			
2753	01	020	01	AP3D	YR	2013	2014				B313		7	7			
2753	01	020	01	APBIOL	YR	2013	2014				A101		5	5			
2753	01	020	01	APELCA	S1	2013	2014				A212		1	1			
2753	01	020	02	APELCA	S1	2013	2014				A212		5	5			
2753	01	020	03	APELCA	S1	2013	2014				A212		6	6			
2753	01	020	01	APELCB	S2	2013	2014				A212		1	1			
2753	01	020	02	APELCB	S2	2013	2014				A212		5	5			
2753	01	020	03	APELCB	S2	2013	2014				A212		6	6			
2753	01	020	01	APELIA	S1	2013	2014				A212		4	4			
2753	01	020	02	APELIA	S1	2013	2014				A212		7	7			
2753	01	020	01	APELIB	S2	2013	2014				A212		4	4			
2753	01	020	02	APELIB	S2	2013	2014				A212		7	7			
2753	01	020	01	APPHO	YR	2013	2014				B313		2	2			
2753	01	020	02	APPHO	YR	2013	2014				B313		5	5			
2753	01	020	01	APSTAT	YR	2013	2014				A204		7	7			
2753	01	020	01	ARESTA	S1	2013	2014				A206		2	2			
2753	01	020	02	ARESTA	S1	2013	2014				A206		5	5			
2753	01	020	03	ARESTA	S1	2013	2014				A205		6	6			
2753	01	020	01	ARESTB	S2	2013	2014				A206		2	2			
2753	01	020	02	ARESTB	S2	2013	2014				A206		5	5			
2753	01	020	03	ARESTB	S2	2013	2014				A205		6	6			
2753	01	010	BE2	ART	YR	2013	2014				231		1	1			
2753	01	010	JP1	ART	YR	2013	2014				231		1	1			
2753	01	010	JP2	ART	YR	2013	2014				231		1	1			
2753	01	010	JR3	ART	YR	2013	2014				231		1	1			
2753	01	010	KL2	ART	YR	2013	2014				231		1	1			
2753	01	010	MB1	ART	YR	2013	2014				231		1	1			
2753	01	010	MM3	ART	YR	2013	2014				231		1	1			
2753	01	010	SB1	ART	YR	2013	2014				231		1	1			
2753	01	010	TS3	ART	YR	2013	2014				231		0	0			
2753	01	010	DZ4	ART4	YR	2013	2014				231		1	1			
2753	01	010	JC4	ART4	YR	2013	2014				231		1	1			
2753	01	010	RM4	ART4	YR	2013	2014				231		1	1			
2753	01	010	S1A	ART5	S1	2013	2014				231		1	1			
2753	01	010	S1B	ART5	S1	2013	2014				231		1	1			
2753	01	010	S2A	ART5	S2	2013	2014				231		1	1			
2753	01	010	S2B	ART5	S2	2013	2014				231		1	1			
2753	01	010	S1A	ART6	S1	2013	2014				231		1	1			
2753	01	010	S1B	ART6	S1	2013	2014				231		1	1			
2753	01	010	S2A	ART6	S2	2013	2014				231		1	1			
2753	01	010	S2B	ART6	S2	2013	2014				231		1	1			
2753	01	020	17	ART7	T1	2013	2014				B313		2	2			
2753	01	020	27	ART7	T2	2013	2014				B313		2	2			
2753	01	020	37	ART7	T3	2013	2014				B313		2	2			
2753	01	020	47	ART7	Q4	2013	2014				B313		2	2			
2753	01	020	18	ART8	T1	2013	2014				B313		1	1			
2753	01	020	28	ART8	T2	2013	2014				B313		1	1			
2753	01	020	38	ART8	T3	2013	2014				B313		1	1			
